Gene	go_all
Mle_025247	GO:0016324;GO:0005903;GO:0031526;GO:0005905;GO:0005737;GO:0005768;GO:0005615;GO:0016021;GO:0016020;GO:0045121;GO:0043234;GO:0005509;GO:0030492;GO:0042562;GO:0050750;GO:0030165;GO:0032403;GO:0004872;GO:0007568;GO:0016197;GO:0020028;GO:0046879;GO:0042953;GO:0010951;GO:0031100;GO:0006898;GO:0042493;GO:0032526;GO:0033280;GO:0010165;GO:0045056;GO:0006766;GO:0005515
Mle_025248	GO:0016021;GO:0005886;GO:0015252;GO:0015280;GO:0005272;GO:0006814;GO:0016020
Mle_025252	GO:0016272;GO:0044183;GO:0030036;GO:0042113;GO:0021549;GO:0021537;GO:0051082;GO:0006457;GO:0016272
Mle_025253	GO:0030173;GO:0008376;GO:0030259;GO:0022408;GO:0006486;GO:0019276;GO:0006047
Mle_025254	GO:0005737;GO:0005634;GO:0000166;GO:0003723;GO:0006397;GO:0003676;GO:0003723;GO:0004535;GO:0046872;GO:0006402;GO:0005634;GO:0005737
Mle_025257	GO:0005737;GO:0016874;GO:0004842;GO:0008270;GO:0007219;GO:0005515;GO:0008270;GO:0004842;GO:0046872;GO:0016567;GO:0005515
Mle_025260	GO:0005634;GO:0046872;GO:0044323;GO:0000978;GO:0043565;GO:0001078;GO:0045665;GO:0048387;GO:0000122;GO:0006366
Mle_025262	GO:0016021;GO:0005886
Mle_025265	GO:0016787;GO:0016787;GO:0005515;GO:0005515
Mle_025271	GO:0016592;GO:0001104;GO:0006351;GO:0001104;GO:0006357;GO:0016592
Mle_025272	GO:0000785;GO:0042555;GO:0005634;GO:0005524;GO:0003677;GO:0003678;GO:0046872;GO:0007049;GO:0006270;GO:0006268;GO:0030174;GO:0004930;GO:0007186;GO:0016021
Mle_025276	GO:0010008;GO:0015031
Mle_025277	GO:0016021;GO:0005886;GO:0016597;GO:0004930;GO:0016595;GO:0006874;GO:0007608;GO:0005515;GO:0004930;GO:0007186
Mle_025279	GO:0030054;GO:0005737;GO:0005856;GO:0030425;GO:0005886;GO:0045211;GO:0005524;GO:0046872;GO:0061598;GO:0061599;GO:0097112;GO:0072579;GO:0006777;GO:0018315;GO:0032324;GO:0032324;GO:0032324
Mle_025284	GO:0005737;GO:0005634;GO:0042692;GO:0030517;GO:0048671;GO:0043403;GO:0014706
Mle_025285	GO:0005576;GO:0004252;GO:0007596;GO:0042730;GO:0048771;GO:0005515
Mle_025290	GO:0005887;GO:0008519;GO:0072488;GO:0019740;GO:0015695;GO:0008519;GO:0015696;GO:0016020
Mle_025294	GO:0015934;GO:0003735;GO:0006412
Mle_025295	GO:0005829;GO:0005634;GO:0051301;GO:0007067;GO:0005634
Mle_025296	GO:0005930;GO:0005737;GO:0005856;GO:0070286;GO:0003341;GO:0060285;GO:0060287;GO:0036159
Mle_025297	GO:0005743;GO:0005763;GO:0070181;GO:0003735;GO:0032543;GO:0070125;GO:0070124
Mle_025300	GO:0031463;GO:0005856;GO:0005829;GO:0072156;GO:0050801;GO:0070936;GO:0016567;GO:0042787;GO:0070294;GO:0005515;GO:0005515;GO:0047396;GO:0006650;GO:0005515
Mle_025301	GO:0005829;GO:0022627;GO:0070062;GO:0005925;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005840;GO:0003729;GO:0044822;GO:0070181;GO:0003735;GO:0033119;GO:0000184;GO:0006364;GO:0006614;GO:0006412;GO:0006413;GO:0019083;GO:0003735;GO:0006412;GO:0005622;GO:0005840;GO:0003735;GO:0006412;GO:0005840
Mle_025304	GO:0070062;GO:0005622;GO:0005759;GO:0043262;GO:0047631;GO:0019144;GO:0046032;GO:0046709;GO:0034656;GO:0016787
Mle_025311	GO:0005912;GO:0016324;GO:0009986;GO:0005929;GO:0030864;GO:0005881;GO:0031410;GO:0030175;GO:0005925;GO:0030426;GO:0016021;GO:0030027;GO:0005886;GO:0032587;GO:0003779;GO:0051015;GO:0043014;GO:0005524;GO:0048487;GO:0005262;GO:0005516;GO:0005261;GO:0008017;GO:0005034;GO:0019901;GO:0005080;GO:0042169;GO:0015275;GO:0031532;GO:0007015;GO:0097497;GO:0070509;GO:0070588;GO:0006816;GO:0006884;GO:0007043;GO:0006874;GO:0071476;GO:0071477;GO:0034605;GO:0071470;GO:0043622;GO:0002024;GO:0042593;GO:0042538;GO:0046785;GO:0050891;GO:1903444;GO:0010977;GO:0000122;GO:0007231;GO:0071651;GO:2000340;GO:0007204;GO:2000507;GO:0070374;GO:0010628;GO:0050729;GO:2000778;GO:0046330;GO:0010759;GO:0071642;GO:0031117;GO:0071639;GO:0043117;GO:0047484;GO:0032868;GO:0009612;GO:1903759;GO:0030103;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_025312	GO:0005737;GO:0019005;GO:0016567;GO:0032006;GO:0031146;GO:0005515;GO:0005515
Mle_025314	GO:0005789;GO:0070062;GO:0005811;GO:0005743;GO:0005741;GO:0005739;GO:0043531;GO:0016208;GO:0004128;GO:0071949;GO:0050660;GO:0051287;GO:0006695;GO:0016491;GO:0055114;GO:0016491;GO:0055114
Mle_025317	GO:0030054;GO:0005737;GO:0005856;GO:0045211;GO:0042383;GO:0005200;GO:0008270;GO:0016203;GO:0005515
Mle_025318	GO:0009986;GO:0043198;GO:0043197;GO:0016021;GO:0005887;GO:0045202;GO:0044736;GO:0005261;GO:0022839;GO:0015077;GO:0008306;GO:0070588;GO:0006812;GO:0071467;GO:0034220;GO:0007613;GO:0015672;GO:0046929;GO:0070207;GO:0042391;GO:0010447;GO:0050915;GO:0035725;GO:0005272;GO:0006814;GO:0016020
Mle_025319	GO:0030659;GO:0031901;GO:0005768;GO:0016021;GO:0005765;GO:0005764;GO:0016874;GO:0061630;GO:0004842;GO:0008270;GO:0002250;GO:0002495;GO:0045347;GO:0000209;GO:0008270
Mle_025323	NA
Mle_025325	GO:0005923;GO:0005737;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0043235;GO:0001525;GO:0021510
Mle_025326	GO:0005783;GO:0005789;GO:0016021;GO:0004582;GO:0004581;GO:0004169;GO:0040003;GO:0019348;GO:0009953;GO:0009880;GO:0007029;GO:0010004;GO:0007030;GO:0006506;GO:0007509;GO:0007009;GO:0006487;GO:0006493;GO:0035269;GO:0007379;GO:0019991;GO:0045454
Mle_025328	GO:0005783;GO:0005789;GO:0005768;GO:0010008;GO:0070062;GO:0005794;GO:0000139;GO:0016021;GO:0031307;GO:0005740;GO:0005743;GO:0005741;GO:0005739;GO:0005886;GO:0005524;GO:0042626;GO:0015562;GO:0020037;GO:0015439;GO:0007420;GO:0006879;GO:0015886;GO:0006779;GO:0043588;GO:0055085;GO:0006810;GO:0005524;GO:0005524;GO:0016887;GO:0005524;GO:0042626;GO:0006810;GO:0055085;GO:0016021;GO:0003924;GO:0005525;GO:0005524
Mle_025329	GO:0005737;GO:0005764;GO:0004557;GO:0008456;GO:0005975;GO:0016139
Mle_025331	GO:0000932;GO:0010494;GO:0005524;GO:0004004;GO:0003723;GO:0033962;GO:0006397;GO:0051028;GO:0006417;GO:0010501;GO:0003676;GO:0005524
Mle_025334	GO:0016592;GO:0005634;GO:0000151;GO:0004402;GO:0004872;GO:0001104;GO:0003713;GO:0030521;GO:0045893;GO:0051291;GO:0016567;GO:0019827;GO:0006367
Mle_025337	GO:0005737;GO:0005667;GO:0003723;GO:0006355;GO:0006351;GO:0003723
Mle_025338	GO:0008305;GO:0007155;GO:0007229
Mle_025339	GO:0005576;GO:0003993;GO:0046872;GO:0016787
Mle_025340	GO:0000781;GO:0005829;GO:0005730;GO:0003677;GO:0004521;GO:0046872;GO:0000184
Mle_025341	GO:0005737;GO:0016607;GO:0003723;GO:0030154;GO:0006397;GO:0051028;GO:0008380
Mle_025343	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;GO:0003676;GO:0008270
Mle_025345	GO:0005879;GO:0005814;GO:0036064;GO:0031512;GO:0036126;GO:0008017;GO:0030030;GO:0070417;GO:0009631;GO:0045724
Mle_025346	GO:0005634;GO:0051213;GO:0035514;GO:0046872;GO:0006281
Mle_025347	GO:0016323;GO:0016021;GO:0022891;GO:0015758;GO:0022857;GO:0055085;GO:0016021;GO:0050524;GO:0055085;GO:0016021
Mle_025351	GO:0005737;GO:0005856;GO:0060091;GO:0032420
Mle_025353	NA
Mle_025358	GO:0005829;GO:0000790;GO:0005634;GO:0018024;GO:0016279;GO:0034968;GO:0018022;GO:0005515
Mle_025361	GO:0005783;GO:0005788;GO:0005789;GO:0070062;GO:0030176;GO:0005779;GO:0005739;GO:0005778;GO:0005777;GO:0005524;GO:0019899;GO:0015245;GO:0004467;GO:0050197;GO:0070251;GO:0005102;GO:0031957;GO:0006699;GO:0001561;GO:0006635;GO:0015908;GO:0044539;GO:0001676;GO:0097089;GO:0042760;GO:0000038;GO:0003824;GO:0008152
Mle_025362	GO:0071013;GO:0005829;GO:0070062;GO:0034709;GO:0005634;GO:0034715;GO:0071011;GO:0034719;GO:0005697;GO:0005685;GO:0005689;GO:0005686;GO:0005687;GO:0046540;GO:0005682;GO:0005683;GO:0003723;GO:0042633;GO:0000387
Mle_025365	GO:0005768;GO:0005615;GO:0005925;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0019838;GO:0036332;GO:0004714;GO:0005021;GO:0036326;GO:0036327;GO:0000186;GO:0001525;GO:0048514;GO:0030154;GO:0016477;GO:0035924;GO:0048598;GO:0030522;GO:0002548;GO:0018108;GO:0045766;GO:0030335;GO:0008284;GO:0043406;GO:0043410;GO:0043552;GO:0014068;GO:0010863;GO:0048661;GO:0030949;GO:0046777;GO:0006940;GO:0001666;GO:0007169;GO:0048010;GO:0036323;GO:0005515;GO:0005515
Mle_025367	GO:0005829;GO:0022625;GO:0005875;GO:0005634;GO:0005840;GO:0031386;GO:0003735;GO:0006464;GO:0007219;GO:0016567;GO:0006412;GO:0006511;GO:0005515;GO:0003735;GO:0006412;GO:0005840;GO:0005515
Mle_025373	GO:0004722;GO:0003824
Mle_025374	GO:0005654;GO:0005681;GO:0036459;GO:0008270;GO:0007049;GO:0051301;GO:0006397;GO:0000398;GO:0016579;GO:0008380;GO:0000245;GO:0036459;GO:0016579;GO:0008270
Mle_025375	GO:0005737;GO:0005654;GO:0005515;GO:0008924;GO:0006099;GO:0005515
Mle_025378	GO:0005829;GO:0070062;GO:0017057;GO:0048029;GO:0005975;GO:0006098;GO:0009051;GO:0005975
Mle_025379	GO:0004586;GO:0033387;GO:0003824
Mle_025384	GO:0005923;GO:0005737;GO:0030425;GO:0005576;GO:0005615;GO:0016021;GO:0005622;GO:0043025;GO:0005886;GO:0043235;GO:0001525;GO:0021510
Mle_025386	GO:0071944;GO:0009986;GO:0070062;GO:0005743;GO:0005741;GO:0016363;GO:0043234;GO:0033218;GO:0060749;GO:0060744;GO:0007005;GO:0043066;GO:0033147;GO:0033600;GO:0043433;GO:1902808;GO:0070374;GO:0031536;GO:0051091;GO:0000060;GO:0050821;GO:0060762;GO:0007062;GO:0006351
Mle_025387	GO:0005737;GO:0001525;GO:0006915;GO:0008616
Mle_025388	GO:0009986;GO:0005737;GO:0005576;GO:0005615;GO:0030018;GO:0005125;GO:0005179;GO:0033612;GO:0031433;GO:0005160;GO:0032924;GO:0007512;GO:0055009;GO:0030509;GO:0060038;GO:0007155;GO:0060347;GO:0010614;GO:0030308;GO:0030336;GO:0010596;GO:0060389;GO:0060045;GO:0010613;GO:0061036;GO:2000138;GO:0010862;GO:0060298;GO:0045893;GO:0042981;GO:0055117;GO:1903242;GO:0043408;GO:0045214;GO:0060395;GO:0055015;GO:0055010;GO:0008083
Mle_025391	GO:0030139;GO:0005783;GO:0005768;GO:0005774;GO:0005525;GO:0015031;GO:0007264;GO:0007034;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0005525;GO:0007264
Mle_025393	GO:0031410;GO:0016021;GO:0005765;GO:0016020;GO:0015297;GO:0005524;GO:0005247;GO:0009268;GO:0005247;GO:0006821;GO:0055085;GO:0016020
Mle_025397	GO:0022627;GO:0016049;GO:0042023;GO:0045793;GO:0042274;GO:0000056;GO:0006364
Mle_025401	GO:0015629;GO:0005903;GO:0005938;GO:0005737;GO:0005829;GO:0070062;GO:0005925;GO:0016021;GO:0005886;GO:0001725;GO:0030018;GO:0003779;GO:0042802;GO:0044822;GO:0030036;GO:0007016;GO:0003382;GO:0003334;GO:0007165;GO:0007519;GO:0006810;GO:0016021
Mle_025402	GO:0005576;GO:0030246;GO:0004252;GO:0007155;GO:0042381
Mle_025403	GO:0009986;GO:0005576;GO:0005887;GO:0005044;GO:0004252;GO:0007565;GO:0030182;GO:0016486;GO:0008217;GO:0035813;GO:0003050;GO:0005515
Mle_025404	GO:0016021;GO:0005886;GO:0005524;GO:0008559;GO:0005524;GO:0005524;GO:0016887;GO:0005524;GO:0005524;GO:0042626;GO:0006810;GO:0055085;GO:0016021;GO:0003924;GO:0005525;GO:0005524;GO:0016887;GO:0005524
Mle_025406	GO:0036513;GO:0036502;GO:0005769;GO:0005783;GO:0043657;GO:0030176;GO:0016021;GO:0005770;GO:0016020;GO:0051117;GO:0042288;GO:0002020;GO:0004872;GO:0031625;GO:1990381;GO:0030968;GO:0071712;GO:0030433;GO:0036503;GO:0045184;GO:0019060;GO:0032092;GO:0031398;GO:0031648;GO:0051260;GO:0006986;GO:0030970
Mle_025408	NA
Mle_025411	GO:0016021;GO:0005524;GO:0016849;GO:0004674;GO:0009190;GO:0035556;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025413	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0016874;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787;GO:0004842
Mle_025418	GO:0031225;GO:0005615;GO:0005886;GO:0030246;GO:0002215;GO:0009624
Mle_025419	GO:0005737;GO:0005741;GO:0030867;GO:0004430;GO:0005524;GO:0048015;GO:0016301
Mle_025420	GO:0008074;GO:0005887;GO:0005886;GO:0043235;GO:0005524;GO:0008528;GO:0005525;GO:0004383;GO:0042562;GO:0016941;GO:0017046;GO:0004672;GO:0007589;GO:0007166;GO:0006182;GO:0042417;GO:0035556;GO:0016525;GO:0030308;GO:0048662;GO:0030828;GO:0035815;GO:0035810;GO:0007168;GO:0008217;GO:1903779;GO:0043114;GO:0042312;GO:0004672;GO:0005524;GO:0006468;GO:0016849;GO:0009190;GO:0035556;GO:0004383;GO:0006182;GO:0004672;GO:0006468
Mle_025421	GO:0030529;GO:0005634;GO:0003677;GO:0000166;GO:0003723;GO:0006915;GO:0006397;GO:0006355;GO:0008380;GO:0006351;GO:0003676
Mle_025422	GO:0005739;GO:0005634;GO:0019213;GO:0016798;GO:0006974;GO:0051725;GO:0042278
Mle_025425	GO:0004519;GO:0003964;GO:0003676;GO:0004523
Mle_025427	GO:0003868;GO:0046872;GO:0009072
Mle_025432	GO:0005887;GO:0005622;GO:0035841;GO:0005886;GO:0005262;GO:0070588;GO:0060402;GO:0071482;GO:0007216;GO:0051262;GO:0046548;GO:0006810;GO:0007601
Mle_025433	NA;GO:0005515;GO:0008061;GO:0006030;GO:0005576
Mle_025436	GO:0016021;GO:0005744;GO:0001405;GO:0001671;GO:0022008;GO:0030150
Mle_025444	GO:0005677;GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0033553;GO:0035064;GO:0044822;GO:0008757;GO:0042149;GO:0016568;GO:0000183;GO:0072332;GO:0071158;GO:0046015;GO:0006364;GO:0006351;GO:0008168;GO:0008168;GO:0008168;GO:0005730;GO:0008168;GO:0008168;GO:0008152
Mle_025446	NA
Mle_025448	GO:0005887;GO:0031513;GO:0004930;GO:0004983;GO:0007166;GO:0007186;GO:0051384;GO:0004930;GO:0007186;GO:0016021
Mle_025449	GO:0005813;GO:0036064;GO:0005886;GO:0005524;GO:0046872;GO:0004550;GO:0007420;GO:0060830;GO:0006241;GO:0007368;GO:0003351;GO:0006183;GO:0042073;GO:0060972;GO:0006228;GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241
Mle_025450	GO:0030424;GO:0005911;GO:0005737;GO:0030425;GO:0005925;GO:0005794;GO:0030426;GO:0071437;GO:0097481;GO:0005634;GO:0005886;GO:0098793;GO:0043234;GO:0001726;GO:0032587;GO:0005524;GO:0005518;GO:0004672;GO:0004674;GO:0004702;GO:0030036;GO:0031532;GO:0021764;GO:0006915;GO:0007409;GO:0048754;GO:0071407;GO:0016358;GO:0060996;GO:0006887;GO:0061534;GO:0061535;GO:0060244;GO:0007528;GO:0098597;GO:0030335;GO:0033148;GO:0043507;GO:0033138;GO:0001934;GO:0051496;GO:0046777;GO:0006468;GO:0043113;GO:0010468;GO:1900271;GO:0043408;GO:0042060
Mle_025452	GO:0016363;GO:0006310;GO:0006281;GO:0006355;GO:0006351
Mle_025454	GO:0005929;GO:0005737;GO:0003341;GO:0005515;GO:0005515
Mle_025455	GO:0005789;GO:0030176;GO:0005634;GO:0005524;GO:0004521;GO:0042802;GO:0046872;GO:0042803;GO:0004674;GO:0051082;GO:0030968;GO:0031505;GO:0006020;GO:0036498;GO:0006397;GO:0051260;GO:0006468;GO:0000042;GO:0036290;GO:0006355;GO:0034976;GO:0006351;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025457	GO:0000139;GO:0016021;GO:0045130;GO:0001517;GO:0008146;GO:0006012;GO:0006954;GO:0042339;GO:0006790;GO:0008146
Mle_025459	GO:0005737;GO:0005829;GO:0005793;GO:0005794;GO:0005815;GO:0016787;GO:0046872;GO:0016042;GO:0006654;GO:0090141;GO:0051015
Mle_025462	GO:0005739;GO:0003860;GO:0006574;GO:0003824;GO:0008152
Mle_025466	GO:0005634;GO:0000987;GO:0046872;GO:0042803;GO:0003700;GO:0007368;GO:0007548;GO:0006351;GO:0043565;GO:0006355
Mle_025467	GO:0005737;GO:0005829;GO:0016020;GO:0030971;GO:0006915;GO:0060326;GO:0098609;GO:0007010;GO:0038096;GO:0048010;GO:0008880;GO:0006064
Mle_025469	GO:0030176;GO:0061513;GO:0008643;GO:0015760;GO:0035435;GO:0055085;GO:0016021
Mle_025470	GO:0000139;GO:0016021;GO:0030246;GO:0008378;GO:0006486;GO:0008378;GO:0006486;GO:0016020
Mle_025473	GO:0005576;GO:0016603;GO:0008270;GO:0017186
Mle_025479	GO:0009925;GO:0034679;GO:0046872;GO:0007155;GO:0007229;GO:0030593;GO:0042060
Mle_025481	GO:0005737;GO:0016209;GO:0055114;GO:0003723;GO:0016787;GO:0003723;GO:0003723
Mle_025483	GO:0005739;GO:0005524;GO:0005525;GO:0000287;GO:0008193;GO:0051289;GO:0006400;GO:0008033;GO:0000287;GO:0008193;GO:0006400
Mle_025484	GO:0005813;GO:0005737;GO:0012505;GO:0005634;GO:0032403;GO:0044389;GO:0030262;GO:0007420;GO:0008283;GO:0030968;GO:0007095;GO:0044818;GO:1903363;GO:0043407;GO:0032088;GO:0044387;GO:0001933;GO:0071901;GO:1900182;GO:0031398;GO:1901798;GO:0000079;GO:0007346;GO:0045664;GO:0010921;GO:0005198;GO:0005882;GO:0008915;GO:0009245
Mle_025485	GO:0005743;GO:0005739;GO:0005654;GO:0008890;GO:0030170;GO:0009058;GO:0006520;GO:0019518;GO:0030170;GO:0009058
Mle_025487	GO:0005737;GO:0070062;GO:0004033;GO:0008199;GO:0050113;GO:0016651;GO:0019310;GO:0005506;GO:0050113;GO:0019310;GO:0055114;GO:0005737
Mle_025488	GO:0015629;GO:0005884;GO:0097440;GO:0005911;GO:0030863;GO:0005737;GO:0005829;GO:0043198;GO:0070062;GO:0005576;GO:0005925;GO:0016020;GO:0031523;GO:0043025;GO:0005730;GO:0005634;GO:0048471;GO:0005886;GO:0051015;GO:0034988;GO:0001664;GO:0001948;GO:0051020;GO:0019900;GO:0044822;GO:0042803;GO:0048365;GO:0017160;GO:0017048;GO:0004871;GO:0031267;GO:0008134;GO:0051764;GO:0031532;GO:0007195;GO:0034329;GO:0042384;GO:0051220;GO:0045184;GO:0090307;GO:0042789;GO:0043066;GO:0042177;GO:0043433;GO:0016479;GO:0030168;GO:0070527;GO:0002576;GO:0043123;GO:2001046;GO:1900026;GO:0042993;GO:0034394;GO:0050821;GO:0043113;GO:0030334;GO:0071526;GO:0044319
Mle_025490	GO:0005737;GO:0005634;GO:0042273;GO:0006413
Mle_025494	GO:0005509;GO:0005544;GO:0005509;GO:0005544
Mle_025495	GO:0005737;GO:0033588;GO:0000123;GO:0005654;GO:0008023;GO:0008607;GO:0043966;GO:0043967;GO:0045859;GO:0006357;GO:0006351;GO:0033588
Mle_025496	GO:0005737;GO:0005634;GO:0004057;GO:0016598;GO:0004057;GO:0016598;GO:0004057;GO:0016598
Mle_025501	GO:0030425;GO:0005739;GO:0043025;GO:0005730;GO:0032403;GO:0015035;GO:0045454;GO:0031669;GO:0034599;GO:0006662;GO:0006457;GO:0048678;GO:0042493;GO:0009749;GO:0009725;GO:0001666;GO:0007584;GO:0014070;GO:0006979;GO:0000103;GO:0045454;GO:0016209;GO:0016491;GO:0055114;GO:0016491
Mle_025503	GO:0005615;GO:0005764;GO:0005634;GO:0000325;GO:0005886;GO:0004197;GO:0010623;GO:0051603;GO:0008234;GO:0006508
Mle_025507	GO:0005818;GO:0005737;GO:0016020;GO:0048471;GO:0005968;GO:0000922;GO:0008021;GO:0005092;GO:0005096;GO:0016491;GO:0017137;GO:0007049;GO:0006886;GO:0007269;GO:0018344;GO:0019233;GO:0007264;GO:0016192;GO:0005092;GO:0007264
Mle_025513	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351;GO:0046872;GO:0046872
Mle_025515	GO:0005509;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005515;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_025521	GO:0005739;GO:0043234;GO:0045244;GO:0048037;GO:0019003;GO:0005525;GO:0046982;GO:0004775;GO:0004776;GO:0009142;GO:0006105;GO:0006104;GO:0006099;GO:0003824;GO:0008152
Mle_025524	GO:0005694;GO:0005737;GO:0016020;GO:0005654;GO:0005634;GO:0036310;GO:0005524;GO:0043140;GO:0003677;GO:0003678;GO:0009378;GO:0032508;GO:0000733;GO:0000724;GO:0005524;GO:0003676;GO:0005524;GO:0003677;GO:0005524;GO:0016787
Mle_025527	GO:0005737;GO:0004364;GO:0008152
Mle_025528	GO:0005096;GO:0051056;GO:0005096;GO:0051056
Mle_025529	GO:0005887;GO:0044736;GO:0015280;GO:0071467;GO:0070207;GO:0005272;GO:0006814;GO:0016020
Mle_025530	GO:0005737;GO:0005634;GO:0000151;GO:0031625;GO:0004842;GO:0035556;GO:0005515;GO:0005515
Mle_025532	GO:0005737;GO:0005515;GO:0005515
Mle_025533	GO:0005634;GO:0003677;GO:0046872;GO:0015074;GO:0006310;GO:0046983
Mle_025536	GO:0005789;GO:0000139;GO:0016021;GO:0016477;GO:0008283;GO:0050709;GO:0015031;GO:0006508;GO:0042058;GO:0061136;GO:0050708;GO:0004252;GO:0016021
Mle_025540	GO:0005737;GO:0016272;GO:0006457;GO:0051082;GO:0006457;GO:0016272
Mle_025541	GO:0005737;GO:0005844;GO:0071468;GO:0034198;GO:0072755;GO:0042149;GO:0070301;GO:1990253;GO:0071494;GO:0060548;GO:0031953;GO:0031333;GO:0001933;GO:0000122;GO:0097201;GO:1990138;GO:0045666;GO:0071264;GO:0060733;GO:0005515
Mle_025543	GO:0005671;GO:0070461;GO:0035064;GO:0071169;GO:0043966;GO:0006355;GO:0006351
Mle_025547	GO:0070062;GO:0016021;GO:0016020;GO:0008046;GO:0045499;GO:0035373;GO:0043395;GO:0030215;GO:0045545;GO:0048675;GO:0007411;GO:0007413;GO:0002043;GO:0048754;GO:0060326;GO:0050908;GO:0021536;GO:0048843;GO:0007162;GO:2000352;GO:0001755;GO:1990138;GO:0097485;GO:0001569;GO:0050918;GO:0030836;GO:0045766;GO:0048842;GO:0035413;GO:2001028;GO:0001938;GO:0090091;GO:0051897;GO:0071526;GO:1990256;GO:0005515;GO:0005515
Mle_025548	GO:0005737;GO:0016020;GO:0005634;GO:0004252;GO:0070008;GO:0019538;GO:0006508;GO:0008236;GO:0006508;GO:0004252;GO:0070008
Mle_025549	GO:1990716;GO:0005737;GO:0005874;GO:0031514;GO:0005654;GO:1904158;GO:0003351
Mle_025552	GO:0030424;GO:0005905;GO:0005737;GO:0005925;GO:0005874;GO:0005819;GO:0019799;GO:0071929;GO:0048666;GO:0070507;GO:0019799;GO:0071929;GO:0005874;GO:0008080
Mle_025553	GO:0044297;GO:0005813;GO:0005737;GO:0005829;GO:0030425;GO:0070062;GO:0005834;GO:0016020;GO:0045121;GO:0030496;GO:0005654;GO:0005634;GO:0005886;GO:0031683;GO:0001664;GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0000186;GO:0001973;GO:0007193;GO:0007049;GO:0051301;GO:0008283;GO:0007213;GO:0007186;GO:0007214;GO:0035556;GO:0050805;GO:0008284;GO:0051924;GO:0005525;GO:0003924;GO:0004871;GO:0019001;GO:0031683;GO:0007186;GO:0005525;GO:0005525;GO:0007264
Mle_025555	GO:0005737;GO:0005654;GO:0005634;GO:0000166;GO:0044822;GO:0000978;GO:0001078;GO:0000122;GO:0006351;GO:0003676;GO:0003723
Mle_025556	GO:0070062;GO:0005887;GO:0043005;GO:0005332;GO:0042165;GO:0005328;GO:0015812;GO:0006836;GO:0007268;GO:0005328;GO:0006836;GO:0016021
Mle_025560	GO:0016021;GO:0005886;GO:0004930;GO:0004984;GO:0004888;GO:0050907;GO:0007186;GO:0004930;GO:0007186;GO:0016021
Mle_025562	GO:0031502;GO:0005783;GO:0016021;GO:0004169;GO:0000032;GO:0044845;GO:0030259;GO:0016203;GO:0007517;GO:0035269;GO:1900101;GO:0045214;GO:0007525;GO:0000030;GO:0006493;GO:0016020;GO:0016020
Mle_025566	GO:0032153;GO:0051286;GO:0005737;GO:1990873;GO:0032178;GO:0015630;GO:0035841;GO:0035839;GO:0005634;GO:0035842;GO:0005524;GO:0004674;GO:0051523;GO:0030950;GO:0071963;GO:0035556;GO:1902408;GO:0007009;GO:0006468;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025568	GO:0015629;GO:0005829;GO:0031234;GO:0051015;GO:0003785;GO:0005524;GO:0000287;GO:0030145;GO:0004715;GO:0004672;GO:0004713;GO:0030036;GO:0007155;GO:0016477;GO:0006464;GO:0071300;GO:0045087;GO:0038083;GO:0018108;GO:0007204;GO:0010976;GO:0051353;GO:0010863;GO:2000249;GO:0010506;GO:0030155;GO:2000145;GO:0042127;GO:0030100;GO:0007165;GO:0007169;GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_025569	GO:0005737;GO:0030027;GO:0005654;GO:0005634;GO:0005886;GO:0005524;GO:0004143;GO:0001727;GO:0046872;GO:0035556;GO:0031571;GO:0007205;GO:0005515;GO:0005515
Mle_025571	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021
Mle_025572	GO:0005737;GO:0005634
Mle_025575	GO:0016592;GO:0000151;GO:0001104;GO:0061630;GO:0006351;GO:0008168;GO:0001510;GO:0009452;GO:0001104;GO:0006357;GO:0016592
Mle_025576	GO:0005576;GO:0004197;GO:0004175;GO:0006508;GO:0008234;GO:0006508;GO:0004197;GO:0006508
Mle_025577	GO:0005634;GO:0003729;GO:0000166;GO:0048025;GO:0000381;GO:0010468;GO:0031440;GO:0001178;GO:0003676;GO:0003723
Mle_025580	GO:0005622;GO:0046872;GO:0035556
