ID	transcript_length	1hpf_2012_N7	1hpf_2013_21	1hpf_2013_41	2hpf_2012_N6	2hpf_2013_22	2hpf_2013_32	2hpf_2013_42	3hpf_2012_N5	3hpf_2013_23	3hpf_2013_33	4hpf_2012_N4	4hpf_2013_24	4hpf_2013_34	5hpf_2012_14	5hpf_2012_N3	5hpf_2013_25	6hpf_2012_23	6hpf_2012_N2	6hpf_2013_26	6hpf_2013_46	7hpf_2012_N1	7hpf_2013_17	7hpf_2013_27	7hpf_2013_47	8hpf_2012_18	8hpf_2012_N8B	8hpf_2013_18	8hpf_2013_28	8hpf_2013_48	9hpf_2012_37	9hpf_2013_49
Mle_024963	1741	37	1	1	142	0	1	13	3	3	4	19	0	3	11	0	1	5	34	10	2	3	0	1	27	38	115	2	14	43	37	46
Mle_024964	1835	941	250	171	1001	119	258	228	617	122	258	1722	122	300	1335	420	95	308	1587	282	87	411	537	262	460	507	994	473	205	132	746	584
Mle_024965	900	20	0	0	29	0	0	0	1	0	5	12	0	4	0	0	3	0	13	4	1	0	4	0	0	4	20	3	4	4	20	14
Mle_024966	360	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0
Mle_024967	3307	212744	57647	103060	131964	32842	36092	190655	84398	28791	28681	315094	37048	46706	225956	45724	25723	203217	123757	113367	119771	44239	191493	139395	356004	105026	177500	180431	95012	59794	174219	206806
Mle_024968	1411	145	1	0	72	0	1	0	0	0	6	82	2	25	15	3	9	29	13	30	53	9	21	22	239	56	97	26	45	169	145	126
Mle_024969	429	0	0	0	7	0	0	0	0	2	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	2	10	0	0	1	0	0
Mle_024970	4022	284	63	28	1079	43	29	23	141	35	29	365	62	42	244	70	57	121	1391	73	75	69	61	47	336	213	1203	88	78	218	261	454
Mle_024971	1448	363	189	135	342	89	85	30	207	70	76	260	70	77	172	151	45	29	236	67	83	79	371	49	160	100	377	448	86	361	308	450
Mle_024972	343	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Mle_024973	311	481	40	0	406	22	14	0	237	37	18	184	37	34	102	201	41	101	192	37	6	102	144	14	12	195	541	104	30	57	471	22
Mle_024974	1042	7	1	0	11	0	3	0	58	0	0	4	0	0	4	1	0	0	2647	0	0	0	0	0	0	27	72	0	1	2	7	8
Mle_024975	615	4	0	0	7	0	0	0	0	0	0	1	0	2	1	0	0	6	1	3	2	0	0	0	4	2	5	1	0	1	4	0
Mle_024976	651	112	0	2	135	2	8	5	2	0	9	50	17	10	17	10	4	169	158	43	70	9	28	36	328	45	205	86	45	39	107	656
Mle_024977	445	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	23	0	0	0	2	1
Mle_024978	520	11	0	0	4	0	12	0	1	6	11	28	17	19	23	37	15	1	58	51	30	101	8	12	53	10	25	1	13	33	10	3
Mle_024979	394	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	21	3	5	3	0	0	5	20	6	10	5	2	0	0	27
Mle_024980	662	3	0	1	7	0	0	0	1	0	0	15	0	1	2	0	0	12	8	0	0	0	0	0	0	1	8	1	0	18	3	12
Mle_024981	459	6	9	0	22	3	0	0	3	7	0	7	11	0	2	0	2	0	16	2	0	1	0	4	0	4	18	0	2	9	4	1
Mle_024982	722	6	0	0	20	0	3	0	0	0	0	7	0	0	2	0	1	0	3	8	0	2	4	2	0	4	11	1	0	3	6	16
Mle_024983	621	1	0	0	4	2	3	0	0	0	0	0	0	0	0	0	1	13	7	0	0	0	0	0	0	0	4	0	1	4	1	19
Mle_024984	2068	119	5	1	43	2	6	0	5	0	0	35	4	17	13	2	5	0	157	12	9	11	7	16	38	30	61	7	77	55	119	17
Mle_024985	2890	709	34	54	5881	22	16	64	120	26	31	378	24	92	224	85	32	49	5143	49	78	100	118	53	536	875	5852	314	215	965	689	2264
Mle_024986	724	7	0	0	10	0	0	0	2	0	0	11	0	2	10	2	1	22	80	1	0	1	0	3	6	7	9	1	4	5	6	14
Mle_024987	1397	2405	657	803	5497	301	211	168	733	244	337	1409	237	514	538	393	164	304	5185	295	547	395	957	290	3747	2240	6725	1481	793	2475	2199	6194
Mle_024988	1738	5307	2745	3029	4343	1443	1824	1867	5012	1432	1645	9256	1409	1755	6480	4525	1174	1660	4409	2419	1176	3511	3878	1865	1800	1854	3074	5354	1418	1473	4396	827
Mle_024989	1025	27	0	14	10	0	1	10	3	0	1	17	0	3	10	6	2	24	16	1	6	8	6	2	9	7	10	6	5	14	23	8
Mle_024990	1008	44	14	1	56	7	30	0	11	5	8	21	4	23	5	8	6	47	75	19	23	7	23	34	24	42	80	45	39	27	43	23
Mle_024991	2761	18318	9849	10166	16828	6367	5361	6060	19775	5238	5577	31534	5180	5930	22597	15413	4244	5193	14043	5401	3639	14640	10529	5127	9075	7236	13525	8597	4339	5395	15053	4763
Mle_024992	323	3	1	0	3	0	0	0	0	0	0	2	1	2	2	1	0	0	3	0	0	0	0	0	0	1	5	0	1	1	3	0
Mle_024993	991	1803	1305	252	976	912	816	25	1769	911	594	2129	1423	887	1277	1324	1087	977	1250	913	390	917	677	649	135	642	680	1067	719	864	1653	172
Mle_024994	499	2	0	0	5	0	0	0	0	0	0	0	0	1	0	1	1	0	5	0	0	1	0	0	9	3	8	0	0	3	2	0
Mle_024995	1029	108	5	5	613	0	1	0	35	2	6	79	1	7	51	35	2	30	248	2	2	30	9	4	105	224	615	31	21	150	100	505
Mle_024996	1995	22	0	0	31	1	2	0	0	0	2	14	4	7	5	1	1	0	39	11	3	7	14	7	19	12	29	8	3	13	22	17
Mle_024997	1975	70	1	1	167	0	1	0	1	0	1	19	1	1	1	3	2	34	62	3	4	3	11	0	4	49	192	25	4	23	68	35
Mle_024998	576	2	0	0	22	0	0	0	1	0	0	3	0	2	2	0	1	9	28	0	2	1	3	1	0	5	24	0	1	9	2	1
Mle_024999	340	0	0	0	3	0	2	0	0	1	9	0	0	4	0	0	1	4	2	0	0	0	0	0	0	1	4	0	0	0	0	0
Mle_025000	748	7	0	0	8	0	0	0	0	1	0	2	0	0	2	0	0	0	12	4	6	1	0	1	23	4	14	0	2	4	7	13
Mle_025001	1329	5	1	3	18	0	0	0	0	0	0	8	0	0	5	1	0	0	6	2	1	0	6	0	11	11	17	19	3	6	5	9
Mle_025002	2133	8565	5077	4654	4247	3295	2699	4081	6447	2656	3099	12541	2987	4319	9790	5189	2719	2837	4807	2563	1963	4660	4286	2617	5689	3165	5192	5247	2548	2350	7385	4181
Mle_025003	775	8	0	0	5	0	1	0	0	0	1	9	0	1	4	1	3	1	15	5	4	1	3	11	0	4	8	1	4	4	8	0
Mle_025004	1738	184	5	6	452	1	1	0	3	0	2	74	1	13	11	2	7	39	167	22	22	4	10	15	120	262	548	35	43	125	184	299
Mle_025005	373	185	1	2	321	3	2	0	1	2	9	158	5	34	3	0	16	118	76	39	51	7	71	38	143	184	279	162	112	168	185	214
Mle_025006	4232	342	179	124	673	107	101	144	192	114	99	427	141	144	281	132	111	78	1406	165	117	84	118	155	297	258	746	192	166	223	307	402
Mle_025007	3826	1739	1171	1407	1950	695	557	804	1812	671	496	2851	764	657	1947	1378	491	482	1274	618	424	1010	1111	494	1355	840	1462	1302	620	836	1408	1156
Mle_025008	590	2	0	0	5	0	0	0	0	0	0	3	0	4	0	0	0	2	4	0	2	2	2	2	0	3	14	4	1	1	2	5
Mle_025009	613	7	0	0	35	0	1	0	0	0	3	70	0	4	67	1	0	6	69	0	30	0	11	1	116	9	33	21	2	15	6	62
Mle_025010	628	1	0	0	16	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	1	2	0	0	0	2	6	0	0	1	1	4
Mle_025011	843	9	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	1	0	1	2	5	3	4	6	4	12	9	15
Mle_025012	519	4	0	0	5	0	1	0	0	0	0	3	0	2	0	1	0	0	0	1	0	1	0	0	0	6	5	0	0	1	4	0
Mle_025013	1292	730	490	1615	680	298	248	393	383	259	214	1906	266	326	1525	302	211	266	450	361	314	264	602	276	1047	309	520	424	243	244	606	574
Mle_025014	884	203	24	2	327	3	4	0	18	9	6	52	6	11	22	11	7	43	169	25	14	18	22	17	49	118	415	28	32	74	203	159
Mle_025015	618	5	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	0	4	0	0	3	7	8	1	1	5	1
Mle_025016	1219	11	1	0	16	1	0	0	1	0	2	6	1	4	2	1	0	0	33	3	1	2	0	2	11	9	26	0	7	14	11	26
Mle_025017	1483	26	5	0	38	1	0	0	1	3	1	27	3	9	1	1	1	19	37	3	9	2	3	4	16	34	56	30	2	14	26	32
Mle_025018	2915	5484	2572	2315	3367	1778	2114	2733	3201	1539	2204	9024	1792	2589	5477	2776	1821	3195	3555	2534	2635	3505	4776	2805	5361	3044	4245	5094	2792	3287	4885	1810
Mle_025019	1459	25	0	0	145	0	1	0	0	0	3	16	2	5	4	0	3	0	47	9	1	1	0	3	0	25	151	0	12	24	24	15
Mle_025020	1130	9	0	0	38	0	0	0	0	0	0	10	0	1	0	0	1	0	8	0	3	0	2	1	4	9	31	11	0	17	9	22
Mle_025021	459	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	1	0	0
Mle_025022	433	3	0	0	14	0	0	0	1	0	0	3	0	0	3	1	0	15	6	0	1	1	0	0	0	1	8	0	0	0	3	0
Mle_025023	451	0	0	0	3	1	0	0	0	0	0	7	0	1	0	0	0	0	1	9	2	0	1	0	6	7	11	0	0	2	0	0
Mle_025024	431	10837	9886	671	6972	10268	3443	28	25835	7890	3976	8521	8564	3034	5462	23065	4555	961	8554	1258	823	17266	8707	884	447	2833	4309	9974	1984	9411	9499	575
Mle_025025	698	22	0	1	56	1	0	0	6	0	1	5	0	7	2	4	0	0	123	7	5	2	0	0	13	39	61	2	26	59	21	26
Mle_025026	633	10	0	0	6	0	3	0	0	0	5	18	2	13	8	3	5	40	11	2	9	11	10	0	6	8	11	3	5	6	10	7
Mle_025027	644	54	2	0	53	2	0	0	11	0	3	35	0	13	9	5	1	51	154	7	11	6	10	7	9	22	54	26	8	13	46	24
Mle_025028	7329	12172	4283	2757	8848	3277	1700	2304	5370	2905	1374	16183	3381	2707	11279	2726	2636	4627	4815	3914	1712	1908	3626	3685	5805	5249	9180	4882	4127	3830	10989	5405
Mle_025029	1053	10	2	0	7	0	1	0	0	1	7	9	1	6	3	0	4	34	4	6	14	9	1	5	15	19	29	4	6	10	10	22
Mle_025030	1735	3113	1398	1577	2718	847	601	1818	1616	851	581	6182	945	905	4507	917	690	2175	2552	1209	724	931	766	1213	2276	1454	2875	1152	1079	708	2525	1291
Mle_025031	2908	9053	5957	3851	6479	3514	4038	1489	7058	3169	3840	12234	3614	4602	7922	3913	3239	3189	4767	3663	1806	3979	3162	2915	3118	3768	4298	4492	4107	3879	8106	1351
Mle_025032	3308	12864	3096	3052	14602	1845	2090	3683	5782	1650	2089	13157	1706	3245	7521	3345	1605	4415	11627	2688	2613	3039	7175	2816	11892	8527	17170	8796	4549	5423	11510	11970
Mle_025033	1200	23652	11130	8352	26149	6927	4564	4347	22796	5652	4880	26412	4989	6003	15881	17160	3466	5124	15104	5547	4726	13982	15398	6125	14919	8565	17564	14453	7124	11922	20348	11663
Mle_025034	4749	543	1	6	2326	3	6	0	70	0	16	195	3	26	113	34	5	26	3242	23	82	24	77	43	703	655	2486	159	114	474	494	2965
Mle_025035	409	15	3	0	17	3	2	0	1	0	1	12	1	4	5	2	0	16	19	10	5	0	6	2	5	19	32	12	10	7	15	3
Mle_025036	1653	3038	1851	2622	2550	1167	1070	2448	2416	1101	1103	5433	1100	1172	3710	2150	850	1183	1950	1400	1056	1915	3223	1255	4201	1971	3908	2647	1034	830	2467	2025
Mle_025037	1129	2085	130	9	1060	200	3373	116	573	1006	1628	19837	2243	1133	16896	5650	1469	3100	10994	2159	1976	10324	1139	1414	3389	2463	5213	915	877	2518	2059	2168
Mle_025038	1308	42	0	0	51	0	4	0	0	0	3	8	2	6	1	0	0	18	145	3	3	2	9	7	13	17	47	9	5	14	42	24
Mle_025039	2462	5062	2073	1754	5605	1312	2028	710	5103	1155	2378	7608	1145	2764	5116	3149	934	1794	3967	988	675	2969	2018	1054	1808	2454	4201	2349	1079	1787	4454	1482
Mle_025040	739	6	0	0	2	0	0	0	0	1	4	4	2	0	2	2	1	18	37	3	8	0	3	0	8	7	7	3	1	9	6	9
Mle_025041	2292	631	2	0	429	0	0	0	2	2	3	222	3	31	4	1	1	1	1201	22	77	1	149	71	652	590	820	602	264	478	631	1041
Mle_025042	890	13	0	0	18	0	0	0	2	0	0	2	0	5	1	1	0	0	16	4	0	2	0	1	6	10	20	3	1	1	12	0
Mle_025043	346	0	0	0	2	0	0	0	0	0	0	1	0	2	1	1	0	0	0	3	0	0	0	1	0	0	3	0	3	1	0	0
Mle_025044	897	39	3	0	25	0	1	0	1	1	0	10	0	6	7	0	2	2	7	3	4	3	2	9	0	23	44	1	13	5	39	2
Mle_025045	1383	4140	2644	3334	3575	1662	1936	1581	3724	1408	1772	8749	1451	1585	7360	3211	1009	1206	2845	1627	922	2905	2991	1311	2931	1739	3451	2891	1407	967	3282	1549
Mle_025046	529	2	0	0	11	1	0	0	0	0	0	13	0	1	0	0	0	0	0	2	0	0	2	1	4	12	15	0	13	1	2	0
Mle_025047	370	0	0	0	0	0	0	0	0	0	1	4	0	1	3	0	1	2	3	0	0	0	0	0	0	2	2	0	0	2	0	0
Mle_025048	1945	92	2	1	365	0	112	0	1	3	120	536	77	112	413	74	87	174	715	118	67	425	44	30	42	137	452	23	60	40	89	202
Mle_025049	471	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	2	0	1	0	2	0	0	2	0	0
Mle_025050	2231	72	0	0	114	0	1	0	1	0	1	27	0	15	8	1	8	21	95	18	31	3	16	13	95	51	174	44	25	32	72	117
Mle_025051	1912	920	458	173	1350	398	301	133	581	388	195	1011	548	309	437	550	456	879	902	871	439	272	229	777	722	661	1464	361	625	502	835	414
Mle_025052	840	526	280	10	531	98	31	0	92	94	22	179	129	61	86	65	91	214	678	140	64	81	128	167	219	305	836	232	293	236	520	452
Mle_025053	1059	147	267	17	142	271	90	18	326	213	86	199	305	113	108	361	255	13	116	135	32	137	97	70	28	87	101	113	87	123	133	36
Mle_025054	717	263	2	0	392	3	5	0	8	0	14	113	0	57	10	5	14	162	222	21	30	17	39	20	87	156	521	125	41	137	262	143
Mle_025055	348	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	19	0	0	0	0	3
Mle_025056	1615	0	2	0	7	0	1	0	25	0	0	3	2	0	0	1	0	0	3960	0	0	0	0	0	0	10	28	0	0	0	0	4
Mle_025057	783	4	0	1	4	0	0	0	0	0	2	5	0	1	5	0	0	13	32	2	1	2	0	0	0	0	1	6	1	3	4	3
Mle_025058	2496	310	210	175	458	113	48	85	272	98	71	541	123	58	377	185	89	81	245	180	77	201	81	93	209	207	378	116	215	142	267	98
Mle_025059	1428	4	5	3	7	4	0	0	5	3	4	18	4	1	15	2	3	0	35	3	2	4	2	1	0	1	3	3	4	1	1	0
Mle_025060	677	2	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	3	1	1	0	2	2	8	0	4	1	2	1	2	0
Mle_025061	2872	109	0	0	152	0	4	0	0	1	5	88	4	19	30	6	13	184	78	24	27	14	15	23	329	68	169	23	26	58	109	136
Mle_025062	1169	407	344	127	279	238	286	70	466	191	349	689	260	413	433	393	256	98	261	170	83	342	154	99	148	182	219	210	155	94	355	53
Mle_025063	1488	5	0	0	73	0	6	0	57	0	0	3	0	3	0	2	0	0	5011	0	3	0	7	0	3	60	181	8	0	8	4	6
Mle_025064	956	4	0	0	16	0	0	0	0	0	1	5	0	3	0	0	1	2	13	2	0	2	0	1	8	8	19	8	4	1	4	10
Mle_025065	3042	1525	262	119	2830	164	235	110	406	144	219	984	170	321	558	308	156	624	1476	372	126	358	627	374	753	994	3687	940	429	783	1402	2858
Mle_025066	322	1	0	0	4	0	0	0	0	0	1	1	0	1	0	3	0	0	0	1	0	0	2	0	13	3	4	0	1	3	1	0
Mle_025067	2409	3194	1661	1118	1940	946	1014	660	1947	809	1057	5236	1006	1439	3579	1443	1051	1078	2451	787	602	1868	1367	630	1738	1373	2395	1429	908	971	2808	856
Mle_025068	671	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0
Mle_025069	592	104	6	0	165	2	2	0	1	2	9	135	6	16	27	0	8	57	336	98	138	1	34	101	708	170	215	50	133	67	104	785
Mle_025070	1778	109	20	30	310	6	20	1	72	19	13	94	21	28	49	55	27	11	444	19	10	60	37	10	64	92	356	49	19	158	92	226
Mle_025071	1131	14	0	0	24	0	1	0	1	0	0	10	0	1	0	0	1	0	20	0	2	2	0	2	0	18	40	1	2	14	14	0
Mle_025072	1346	4	0	0	16	0	6	0	0	0	3	15	4	5	13	0	2	3	26	2	11	7	4	5	13	7	14	2	3	9	4	1
Mle_025073	5179	65430	17894	15644	34417	11872	10322	21507	28328	9998	10393	76726	11982	14092	54302	14875	9395	46170	35484	35412	25133	15167	39246	45613	38469	20693	31284	32341	26666	9448	51122	22599
Mle_025074	1417	104	0	0	191	1	0	0	485	0	2	217	0	4	152	312	0	23	315	0	5	351	1	1	21	38	77	10	3	18	69	12
Mle_025075	2663	189	1	2	358	1	1	21	37	3	16	218	1	24	33	12	5	310	12118	54	756	54	43	105	1370	207	567	31	111	218	154	1186
Mle_025076	3117	7005	3924	3047	5604	2220	1529	918	4651	1897	1640	12278	2069	2127	8839	3980	1855	3237	6457	4296	1995	3646	2122	4110	1985	2490	3681	2182	3898	2069	5869	1247
Mle_025077	366	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
Mle_025078	861	3	0	1	33	0	0	0	0	0	0	4	0	1	3	0	0	0	7	0	1	1	0	0	1	4	20	0	0	3	3	6
Mle_025079	613	7	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	4	0	0	2	7	5
Mle_025080	2296	7717	5779	4070	8686	3197	3218	2621	7190	2880	3457	13447	3027	3977	9526	5127	2340	3283	7206	4426	2300	5155	6495	4516	3557	3408	5963	5564	4594	2611	6492	2575
Mle_025081	3334	1667	1023	595	1939	717	554	333	1894	658	491	2834	778	659	1854	1332	692	592	1716	648	349	1151	693	518	545	668	1318	796	490	566	1455	495
Mle_025082	1667	10819	4503	6436	8069	2385	1671	9745	8138	1991	1820	22986	2481	1895	19509	6539	1784	4704	7937	4759	4475	6869	6776	4221	10160	6809	16249	6499	3349	2289	8240	7890
Mle_025083	443	9	0	0	27	0	0	0	0	0	0	4	0	2	1	1	3	0	6	0	2	0	2	1	7	10	30	6	6	5	9	1
Mle_025084	1939	3492	2209	1865	2934	1260	1293	1428	3825	1167	1145	5381	1444	1593	3522	2515	1212	1441	2073	1086	679	2111	1015	964	1902	1474	2663	1345	992	1219	3044	674
Mle_025085	690	1	0	0	4	0	0	0	0	0	0	1	1	0	1	1	0	0	17	0	0	1	0	0	0	0	0	0	0	1	1	0
Mle_025086	4357	8547	882	806	6828	659	795	684	1421	526	1177	8967	861	2549	3395	966	1086	6645	5781	2663	2826	1874	2055	2153	9464	6136	10873	2766	3266	5328	8081	8078
Mle_025087	566	6	0	0	7	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	2	1	2	0	3	4	8	4	0	4	6	14
Mle_025088	1828	1023	1	1	231	2	369	0	1	27	490	1874	340	604	883	171	460	715	664	484	489	1088	261	294	1115	609	703	382	485	1027	1022	399
Mle_025089	423	2	0	0	0	0	1	0	2	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0
Mle_025090	453	7	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	12	0	0	0	9	0	30	4	5	13	0	4	7	1
Mle_025091	1678	52	4	0	74	0	3	0	0	0	5	18	1	8	0	0	0	11	10	3	2	0	0	3	3	39	92	1	14	32	52	18
Mle_025092	2136	655	296	84	670	176	114	45	543	147	90	568	179	176	301	399	136	127	452	100	43	367	259	66	249	342	859	399	129	580	609	432
Mle_025093	1043	12	1	0	24	1	0	0	0	1	0	4	1	3	0	0	3	1	10	2	1	1	1	1	4	10	20	2	2	10	12	17
Mle_025094	826	4850	2502	1787	5426	1275	1168	665	5258	956	1418	7514	929	1861	5282	3775	717	1600	4229	1212	651	3555	9466	1196	608	1013	1472	5920	1313	602	3950	542
Mle_025095	1580	1553	222	44	1204	151	31	16	214	129	58	650	147	186	281	144	170	532	1586	352	293	102	289	289	891	829	2376	613	483	512	1490	1154
Mle_025096	3635	5446	1789	5156	4108	1205	727	6896	2026	1035	672	11848	1283	1397	8713	1296	1207	3395	4263	3276	3676	1226	3567	3796	14629	2849	5610	3712	2344	1842	4489	7785
Mle_025097	2216	90	4	3	306	5	0	0	6	1	1	10	0	0	9	1	2	0	254	2	0	13	0	2	41	97	422	21	23	85	81	334
Mle_025098	2048	3394	2281	724	2762	1286	975	196	3793	1330	892	3960	1381	1079	2364	3494	1144	946	2352	1166	561	2911	2699	837	625	992	1735	2157	1070	1223	3033	597
Mle_025099	1844	35986	8716	18740	19285	8252	5520	10202	13127	6760	5631	45979	7021	10249	31663	6680	7007	23213	14327	16675	11656	6185	8351	19510	31582	16299	23507	12305	17849	8284	31051	11451
Mle_025100	1425	2277	1075	936	2394	565	768	570	1843	439	1003	3057	431	859	2134	1424	280	576	1910	544	373	1724	1602	493	899	832	1574	1263	508	676	1774	784
Mle_025101	2075	469	196	213	537	189	51	263	197	144	78	766	193	106	660	130	171	53	638	273	164	106	164	299	448	208	586	180	212	173	402	572
Mle_025102	489	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	10	3	2	0	0	1	1	5
Mle_025103	2067	62	1	0	67	1	0	0	3	0	3	26	0	6	6	0	1	18	112	22	6	2	2	14	8	42	74	14	24	32	62	19
Mle_025104	1262	12	0	1	54	0	0	0	0	0	0	2	0	1	0	1	0	0	111	0	0	0	1	0	21	22	60	0	0	10	11	77
Mle_025105	4315	62662	31286	45650	56649	18635	17192	37880	43902	14700	16819	99062	15873	23764	72436	23377	13098	26168	37995	28413	13544	18784	33587	31043	23381	17450	26232	31281	22895	8559	49430	12540
Mle_025106	831	11	0	0	11	0	0	0	0	0	0	2	0	0	1	0	1	0	3	0	2	0	0	0	17	16	14	6	1	12	11	23
Mle_025107	419	1	0	1	6	0	0	0	1	0	0	2	1	1	2	4	0	0	2	0	0	0	0	0	0	0	3	2	0	1	1	0
Mle_025108	303	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0
Mle_025109	664	28	8	0	28	9	0	0	21	5	2	19	11	6	8	16	14	11	11	2	0	3	7	2	0	9	42	6	11	6	25	9
Mle_025110	635	324	534	253	438	372	278	71	1016	366	421	646	384	515	427	826	217	150	349	50	33	667	210	23	148	171	264	190	73	249	275	94
Mle_025111	3765	27	1	0	45	0	0	0	19	0	5	14	0	5	7	3	1	0	9940	2	6	1	6	2	18	16	39	10	2	14	23	52
Mle_025112	1210	2086	1464	1656	2010	1061	767	562	2660	892	926	3193	820	893	1908	2754	560	338	1496	565	496	2295	1036	403	1286	999	1765	1074	474	836	1738	1386
Mle_025113	486	25	6	12	90	2	0	0	3	2	0	23	2	1	6	1	0	29	125	10	5	0	7	6	17	20	58	6	3	6	20	32
Mle_025114	1060	75	0	0	80	0	2	0	1	0	3	76	1	7	9	0	6	64	141	26	104	7	39	30	113	65	99	42	48	44	73	159
Mle_025115	670	7	3	0	7	1	6	0	1	1	2	2	0	5	1	1	1	1	10	13	5	1	3	5	2	3	10	15	3	2	6	0
Mle_025116	3500	170	41	21	397	13	13	15	53	12	14	113	21	40	24	16	14	33	196	34	37	37	68	47	147	152	405	131	85	126	168	131
Mle_025117	2515	4188	1918	1428	3455	1508	1449	507	3079	1304	1621	6236	1555	1587	3683	2556	1355	1776	2778	2240	1518	2357	1948	1369	1525	2141	2077	1674	2322	1114	3312	959
Mle_025118	1284	3388	1777	2180	2199	1101	660	1442	1528	964	927	5559	1033	861	4359	2040	692	1381	1948	2019	2247	2405	6387	2280	3625	1679	2963	4476	1618	1147	2905	1668
Mle_025119	477	6	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	19	0	0	1	6	0
Mle_025120	764	128731	66333	55032	147638	49090	40160	46803	173888	38776	52816	186869	37400	57981	124374	144934	25368	17456	136317	33235	26343	145809	54253	38073	72939	61049	115149	47539	47195	62782	107044	50395
Mle_025121	836	142	158	7	87	121	62	0	91	113	66	117	118	59	58	213	115	51	131	29	22	162	24	22	27	65	137	53	41	115	129	26
Mle_025122	1247	101	128	27	126	95	37	0	206	107	44	111	106	55	73	231	80	20	83	27	14	131	24	14	49	44	77	14	28	32	87	50
Mle_025123	350	21	0	0	50	0	0	0	1	0	1	7	0	2	0	0	2	15	26	8	2	1	0	4	11	24	57	1	7	5	21	10
Mle_025124	1063	5	0	0	25	0	2	0	0	0	0	4	0	0	3	0	2	0	234	0	0	1	0	0	0	6	27	0	1	2	5	4
Mle_025125	339	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
Mle_025126	1400	820	613	699	985	402	670	271	972	338	853	1336	366	996	721	749	265	360	674	289	228	690	873	179	606	499	620	1049	225	523	681	627
Mle_025127	2706	1589	607	623	1019	341	363	321	628	263	360	1726	314	595	1098	441	314	538	769	517	386	429	670	493	579	609	739	571	423	435	1404	263
Mle_025128	325	2	0	0	8	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	2	0
Mle_025129	1075	31	2	1	26	0	1	0	0	0	13	26	2	13	6	0	3	6	12	22	24	5	14	13	112	37	33	16	33	32	31	74
Mle_025130	2094	651	6	4	1240	7	38	6	18	4	180	417	13	310	33	18	150	249	273	144	202	245	186	75	789	694	1544	227	257	764	651	847
Mle_025131	1968	155	291	79	172	249	41	29	235	208	41	229	316	59	150	230	227	23	231	84	19	241	62	52	53	53	136	77	61	123	135	33
Mle_025132	7322	2472	1109	822	1747	719	628	446	1367	645	548	2925	718	891	1795	832	603	675	1118	878	655	628	735	802	1764	1006	1490	921	834	1376	2188	1361
Mle_025133	634	4	1	0	0	2	0	0	1	0	5	1	0	0	0	4	2	0	2	0	0	3	0	1	0	0	1	0	0	1	4	0
Mle_025134	3440	2594	1173	468	2513	811	539	550	2048	891	450	3245	969	879	1981	1498	825	585	1180	631	375	1045	612	448	1269	1465	2520	928	626	1557	2436	986
Mle_025135	760	5	0	0	37	0	0	0	0	2	0	5	2	0	3	0	2	0	45	1	0	1	0	0	2	7	18	1	0	1	5	16
Mle_025136	998	29	2	1	43	3	4	0	5	0	5	22	2	5	6	4	9	17	32	15	7	1	14	6	17	18	59	22	23	13	27	49
Mle_025137	479	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8
Mle_025138	797	19	0	0	23	0	3	0	0	0	3	7	1	3	0	0	0	0	28	0	1	4	9	4	39	15	30	9	7	17	19	23
